,person,offer_id,time_received,time_viewed,time_transaction,time_completed,amount_with_offer,label_effective_offer
16523,5515.0,1,17.0,20.5,",20.75",20.75,22.74,1
16524,5515.0,1,24.0,24.0,,,0.0,0
16525,5517.0,3,0.0,4.5,",0.25,4.75,5.5",,8.29,0
16526,5517.0,4,7.0,,",8.5,14.5,14.75",,19.759999999999998,0
16527,5517.0,9,14.0,16.25,",14.5",14.5,13.84,1
16528,5517.0,9,21.0,,",21.75,27.25",27.25,11.600000000000001,1
16529,5517.0,2,17.0,,20.25,,2.06,1
16530,5519.0,6,0.0,0.25,",0.5",0.5,34.74,1
16531,5519.0,5,7.0,7.25,",11.25",11.25,33.81,1
16532,5519.0,3,14.0,,",14.75",14.75,42.81,1
16533,5519.0,3,21.0,,,,0.0,0
16534,5519.0,1,24.0,24.0,,,0.0,0
16535,5520.0,1,0.0,0.0,",1.0,3.25",,5.36,0
16536,5520.0,1,14.0,,",17.25",,4.63,0
16537,5520.0,8,7.0,7.25,",7.25,9.25",9.25,5.949999999999999,1
16538,5520.0,8,17.0,17.0,",17.25,19.25",19.25,15.8,1
16539,5520.0,0,24.0,24.0,",24.75,25.25,27.0,27.25,28.25,29.25,29.75",,22.709999999999997,0
16540,5522.0,4,0.0,,,,0.0,0
16541,5522.0,7,7.0,8.0,-1,,0.0,-1
16542,5522.0,8,17.0,17.5,",21.0",21.0,11.07,1
16543,5522.0,6,21.0,21.75,",21.0",21.0,11.07,1
16544,5522.0,3,24.0,,",24.0",,0.96,0
16545,5523.0,0,0.0,0.25,",0.75",0.75,13.29,1
16546,5523.0,0,17.0,19.0,",19.5",19.5,16.56,1
16547,5523.0,3,7.0,,",8.25",8.25,24.62,1
16548,5523.0,1,14.0,15.25,",15.5",15.5,19.28,1
16549,5523.0,8,24.0,24.25,",24.0",24.0,18.69,1
16550,5524.0,2,0.0,5.5,-1,,0.0,-1
16551,5524.0,2,14.0,,14.5,,2.51,1
16552,5524.0,2,17.0,20.25,17.75,,2.3,1
16553,5524.0,6,21.0,21.5,",21.5,22.5,22.75",22.75,13.29,1
16554,5524.0,8,24.0,24.5,",24.5,24.75,25.75,27.5",,8.530000000000001,0
16555,5526.0,7,0.0,3.75,-1,,0.0,0
16556,5526.0,9,7.0,8.25,,,0.0,0
16557,5526.0,9,24.0,24.0,,,0.0,0
16558,5526.0,1,17.0,18.5,,,0.0,0
16559,5526.0,8,21.0,21.0,,,0.0,0
16560,5528.0,4,0.0,,,,0.0,0
16561,5528.0,4,14.0,,",20.5",20.5,69.13,1
16562,5528.0,4,21.0,,",23.75",,0.89,0
16563,5528.0,3,7.0,,,,0.0,0
16564,5530.0,5,0.0,0.75,",3.5",,2.5,0
16565,5530.0,1,7.0,7.5,",7.75,8.0,8.75,9.0",,14.16,0
16566,5530.0,4,14.0,,,,0.0,0
16567,5530.0,4,24.0,,",25.0",,0.52,0
16568,5530.0,9,17.0,,,,0.0,0
16569,5530.0,9,21.0,,",25.0",,0.52,0
16570,5532.0,5,0.0,1.0,,,0.0,0
16571,5532.0,4,14.0,15.0,",14.75,16.5",16.5,42.5,1
16572,5532.0,0,17.0,18.75,",21.75",21.75,26.5,1
16573,5532.0,1,21.0,23.5,",21.75",21.75,26.5,1
16574,5532.0,7,24.0,24.75,25.75,,20.38,1
16575,5533.0,9,0.0,,,,0.0,0
16576,5533.0,6,7.0,9.25,",10.5",,6.97,0
16577,5533.0,1,14.0,14.0,,,0.0,0
16578,5533.0,7,17.0,18.25,19.25,,24.58,1
16579,5533.0,5,24.0,24.75,,,0.0,0
16580,5536.0,6,0.0,0.0,",0.0,0.75",0.75,16.05,1
16581,5536.0,3,17.0,17.25,",17.5",17.5,30.99,1
16582,5537.0,3,0.0,,",2.75",2.75,5.33,1
16583,5537.0,7,7.0,10.0,-1,,0.0,-1
16584,5537.0,4,14.0,,",15.25,19.75,22.0,23.75",,12.54,0
16585,5537.0,9,17.0,,",19.75,22.0,23.75",,9.91,0
16586,5537.0,6,21.0,22.25,",22.0,23.75,24.75",24.75,10.78,1
16587,5537.0,1,24.0,24.5,",24.75,26.5,27.25,28.0,29.0",,19.450000000000003,0
16588,5538.0,6,0.0,10.0,,,0.0,0
16589,5538.0,9,14.0,,",14.5",14.5,27.2,1
16590,5538.0,9,24.0,28.0,",26.25",,8.82,0
16591,5538.0,8,17.0,17.5,,,0.0,0
16592,5539.0,2,0.0,3.75,4.0,,5.73,1
16593,5539.0,1,14.0,15.25,",15.25,16.5,17.5,18.5",18.5,19.630000000000003,1
16594,5539.0,5,17.0,20.75,",17.5,18.5",18.5,12.21,1
16595,5539.0,6,21.0,,",21.25,22.0",22.0,16.32,1
16596,5539.0,6,24.0,24.0,",24.25,25.25,27.0",27.0,13.73,1
16597,5540.0,0,0.0,1.5,",2.0,3.0",3.0,30.64,1
16598,5540.0,2,7.0,,-1,,0.0,-1
16599,5540.0,2,14.0,16.0,17.5,,12.65,1
16600,5540.0,9,17.0,,",17.5",17.5,12.65,1
16601,5540.0,1,21.0,21.0,,,0.0,0
16602,5540.0,1,24.0,25.25,",26.25",26.25,17.37,1
16603,5542.0,7,0.0,4.0,2.0,,19.2,1
16604,5542.0,8,7.0,10.0,",10.25",10.25,26.99,1
16605,5542.0,6,14.0,15.0,",16.25",16.25,18.25,1
16606,5542.0,6,24.0,24.0,",26.75",26.75,13.28,1
16607,5542.0,0,17.0,17.5,",17.5",17.5,13.44,1
16608,5543.0,5,0.0,0.0,",2.0,2.75,3.25,4.5",4.5,9.7,1
16609,5543.0,2,7.0,,-1,,0.0,-1
16610,5543.0,4,14.0,,",16.0,16.5,17.75,21.75,22.5",,10.78,0
16611,5543.0,4,17.0,,",17.75,21.75,22.5,26.25",,7.59,0
16612,5543.0,0,21.0,22.25,",21.75,22.5,26.25,28.0",,9.79,0
16613,5543.0,0,24.0,25.5,",26.25,28.0,28.5,28.75",,9.62,0
16614,5544.0,2,0.0,0.0,0.0,,8.83,1
16615,5544.0,9,17.0,22.75,",20.0,20.25,23.0",23.0,11.2,1
16616,5544.0,8,24.0,24.0,",24.5,24.75,25.75",25.75,10.63,1
16617,5546.0,2,0.0,,-1,,0.0,-1
16618,5546.0,2,14.0,,-1,,0.0,-1
16619,5546.0,4,17.0,,",24.0",24.0,30.14,1
16620,5546.0,6,24.0,25.0,",24.0",24.0,30.14,1
16621,14959.0,1,0.0,0.0,",0.25",0.25,20.04,1
16622,14959.0,5,7.0,7.25,",7.75",7.75,12.75,1
16623,14959.0,2,14.0,14.25,17.0,,13.59,1
16624,14959.0,2,24.0,24.0,24.25,,13.67,1
16625,14959.0,4,17.0,18.0,",17.0,21.75",21.75,24.95,1
16626,14959.0,9,21.0,21.0,",21.75",21.75,11.36,1
16627,5548.0,6,0.0,0.0,",0.25,0.75,2.0,2.25,2.5,2.75",2.75,19.28,1
16628,5548.0,6,7.0,8.5,",10.25,11.5,15.5,16.5",,6.17,0
16629,5548.0,5,17.0,17.75,",18.25,19.25",19.25,13.08,1
16630,5550.0,9,0.0,0.5,",3.25",3.25,10.49,1
16631,5550.0,9,24.0,25.0,",26.75",26.75,24.68,1
16632,5550.0,6,17.0,17.75,",18.0",18.0,23.26,1
16633,5551.0,9,0.0,1.25,",1.5",1.5,20.92,1
16634,5551.0,3,7.0,8.25,",11.25",11.25,15.8,1
16635,5551.0,4,14.0,16.0,",15.5",15.5,22.65,1
16636,5551.0,7,21.0,22.75,21.5,,4.06,1
16637,5551.0,5,24.0,24.25,",24.0",24.0,14.97,1
16638,5552.0,1,0.0,1.75,,,0.0,0
16639,5552.0,1,24.0,25.25,",26.25",26.25,23.45,1
16640,5552.0,4,14.0,,",18.5",18.5,23.95,1
16641,5552.0,0,17.0,18.0,",18.5",18.5,23.95,1
16642,5552.0,9,21.0,,",26.25",26.25,23.45,1
16643,10439.0,8,0.0,1.5,",0.5",0.5,13.06,1
16644,10439.0,6,14.0,14.25,",15.0",15.0,24.85,1
16645,10439.0,3,17.0,17.25,",17.75",17.75,16.14,1
16646,10439.0,3,24.0,24.25,",27.25",27.25,19.82,1
16647,10439.0,7,21.0,,-1,,0.0,-1
16648,6556.0,1,0.0,0.75,",3.5",3.5,13.74,1
16649,6556.0,9,7.0,8.5,",8.25",8.25,28.09,1
16650,6556.0,5,14.0,14.25,,,0.0,0
16651,6556.0,3,17.0,17.75,,,0.0,0
16652,6556.0,3,24.0,25.25,",26.25",26.25,20.77,1
16653,5556.0,6,0.0,0.25,",0.25",0.25,14.22,1
16654,5556.0,5,7.0,9.0,",10.5",10.5,14.15,1
16655,5556.0,5,14.0,16.75,",16.0",16.0,18.27,1
16656,5556.0,0,17.0,18.5,",18.25",18.25,16.93,1
16657,5556.0,7,24.0,,-1,,0.0,-1
16658,5557.0,7,0.0,1.5,0.5,,4.98,1
16659,5557.0,7,14.0,14.0,14.5,,1.02,1
16660,5557.0,4,7.0,,",8.75,10.0,11.25,13.5,14.5,16.0,16.25",,17.57,0
16661,5557.0,9,21.0,,",21.25,21.75,22.25",,9.73,0
16662,5557.0,9,24.0,,",29.75",,1.72,0
16663,9562.0,7,0.0,0.75,-1,,0.0,-1
16664,9562.0,1,7.0,7.0,",7.0",,1.74,0
16665,9562.0,1,24.0,26.0,",25.5,26.0,26.75",,8.26,0
16666,9562.0,4,21.0,,",25.5,26.0,26.75",,8.26,0
16667,5561.0,0,0.0,2.25,,,0.0,0
16668,5561.0,7,7.0,13.0,8.5,,19.32,1
16669,5561.0,9,14.0,14.5,",18.75",18.75,12.13,1
16670,5561.0,6,21.0,22.75,,,0.0,0
16671,5561.0,8,24.0,24.75,,,0.0,0
16672,5563.0,5,0.0,0.0,",0.25",0.25,21.34,1
16673,5563.0,8,14.0,14.0,",15.5",15.5,26.2,1
16674,5563.0,4,17.0,17.0,",18.75",18.75,20.09,1
16675,5563.0,2,24.0,24.0,24.5,,12.32,1
16676,5564.0,4,0.0,,",0.0,2.75",2.75,35.99,1
16677,5564.0,2,7.0,13.0,7.25,,31.47,1
16678,5564.0,2,21.0,21.75,21.0,,22.41,1
16679,5564.0,2,24.0,26.25,-1,,0.0,-1
16680,5564.0,3,14.0,,",16.0",16.0,25.59,1
16681,5564.0,1,17.0,19.0,",18.25",18.25,28.97,1
16682,5565.0,3,0.0,0.75,,,0.0,0
16683,5565.0,3,7.0,7.5,,,0.0,0
16684,5565.0,9,17.0,20.75,",17.75",17.75,10.44,1
16685,5565.0,5,21.0,21.0,,,0.0,0
16686,5565.0,4,24.0,26.25,,,0.0,0
16687,16799.0,4,0.0,,,,0.0,0
16688,16799.0,4,14.0,,,,0.0,0
16689,16799.0,9,7.0,,,,0.0,0
16690,16799.0,1,17.0,,,,0.0,0
16691,16799.0,5,21.0,24.75,",25.5",,0.17,0
16692,5567.0,0,0.0,0.75,",0.5",,2.16,0
16693,5567.0,8,7.0,7.5,",10.5",,2.4,0
16694,5567.0,8,14.0,14.5,",16.75",,2.8,0
16695,5567.0,6,17.0,17.0,",20.25",,1.15,0
16696,5567.0,4,24.0,,",28.25,28.75",,7.07,0
16697,5569.0,7,0.0,0.75,1.25,,10.18,1
16698,5569.0,7,24.0,25.0,24.0,,21.62,1
16699,5569.0,6,7.0,7.0,",8.5",8.5,23.76,1
16700,5569.0,2,14.0,14.0,14.25,,23.84,1
16701,5569.0,3,21.0,21.5,",21.5",21.5,15.61,1
16702,5571.0,4,0.0,,",0.25,1.75,5.0",5.0,22.1,1
16703,5571.0,4,24.0,24.5,",27.0,28.25",28.25,24.77,1
16704,5571.0,6,7.0,7.5,",7.75,12.75",12.75,14.07,1
16705,5571.0,7,14.0,14.0,16.5,,12.63,1
16706,5571.0,2,21.0,,21.5,,6.57,1
16707,5574.0,2,0.0,0.5,-1,,0.0,-1
16708,5574.0,0,7.0,,,,0.0,0
16709,5574.0,8,14.0,,,,0.0,0
16710,5574.0,8,21.0,21.5,",23.0",23.0,24.37,1
16711,5574.0,7,17.0,19.75,-1,,0.0,-1
16712,5576.0,3,0.0,1.25,",3.0",3.0,21.0,1
16713,5576.0,6,7.0,7.75,",7.0",7.0,27.28,1
16714,5576.0,2,14.0,14.75,14.75,,28.43,1
16715,5576.0,7,21.0,22.75,23.75,,21.52,1
16716,5576.0,8,24.0,24.0,",25.25",25.25,41.67,1
16717,5582.0,0,0.0,0.25,",0.25,1.25,1.5,2.0,2.25,2.75,3.25,3.5,3.75,4.75,6.0,6.5",,51.87,0
16718,5582.0,0,21.0,21.5,",21.75,22.0",22.0,13.96,1
16719,5582.0,4,17.0,,",21.75,22.0,22.25,23.5",23.5,22.26,1
16720,5582.0,5,24.0,25.25,",24.0,24.25,26.0",26.0,13.61,1
16721,5584.0,6,0.0,0.0,",5.5",5.5,14.74,1
16722,5584.0,3,24.0,,",25.25",25.25,14.77,1
16723,5585.0,2,0.0,,0.0,,10.24,1
16724,5585.0,9,14.0,,",17.0,18.25",18.25,20.02,1
16725,5585.0,8,17.0,17.0,",17.0,18.25",18.25,20.02,1
16726,5585.0,4,24.0,,",26.25,26.75",,17.0,0
16727,5586.0,1,0.0,0.25,",1.5",1.5,21.4,1
16728,5586.0,7,7.0,7.25,7.75,,21.1,1
16729,5586.0,8,14.0,17.5,,,0.0,0
16730,5586.0,8,21.0,23.25,",24.25",24.25,19.49,1
16731,5586.0,3,24.0,,",24.25",24.25,19.49,1
16732,5588.0,2,0.0,2.25,-1,,0.0,-1
16733,5588.0,2,7.0,,-1,,0.0,-1
16734,5588.0,3,17.0,,,,0.0,0
16735,5588.0,8,24.0,24.5,",24.75,27.5,28.0",,3.8200000000000003,0
16736,16905.0,0,0.0,0.0,",2.0,3.0,3.25,4.0,7.0",,12.700000000000001,0
16737,16905.0,3,7.0,9.0,",7.0,9.0,10.75",10.75,11.02,1
16738,16905.0,4,14.0,,",17.75,21.25,22.25,23.25",,28.43,0
16739,16905.0,4,17.0,,",17.75,21.25,22.25,23.25",23.25,28.43,1
16740,16905.0,8,21.0,21.75,",21.25,22.25",22.25,11.51,1
16741,16905.0,6,24.0,24.0,",24.25,27.0,29.5",,7.68,0
16742,16910.0,5,0.0,0.5,",0.5,2.5,3.25,3.5,3.75",3.75,8.84,1
16743,16910.0,2,7.0,10.5,11.0,,0.66,1
16744,16910.0,2,14.0,,17.0,,2.5300000000000002,1
16745,16910.0,0,17.0,17.0,",17.0,18.5,19.75,20.5,22.25,23.0",,27.45,0
16746,5593.0,4,0.0,2.25,",4.5,5.0",5.0,42.68,1
16747,5593.0,3,7.0,7.25,",8.0",8.0,24.35,1
16748,5593.0,6,14.0,14.0,",14.25",14.25,13.13,1
16749,5593.0,8,17.0,17.25,",17.25",17.25,20.91,1
16750,5593.0,5,21.0,21.5,",21.0",21.0,23.34,1
16751,5593.0,0,24.0,25.25,",28.0",28.0,21.49,1
16752,5595.0,9,0.0,0.0,",3.0",3.0,15.17,1
16753,5595.0,6,7.0,7.75,",9.75",9.75,24.19,1
16754,5595.0,2,14.0,,14.0,,9.44,1
16755,5595.0,1,17.0,19.5,",19.5",19.5,20.75,1
16756,5595.0,1,24.0,24.75,",25.25",25.25,12.95,1
16757,5596.0,3,0.0,1.25,",4.25",4.25,23.53,1
16758,5596.0,5,17.0,17.0,",17.75",17.75,18.74,1
16759,5597.0,7,0.0,0.75,2.0,,4.86,1
16760,5597.0,1,7.0,8.5,",8.5",8.5,11.73,1
16761,5597.0,9,14.0,,,,0.0,0
16762,5597.0,0,21.0,23.5,",23.75",23.75,11.96,1
16763,5597.0,4,24.0,,",26.5",,14.67,0
16764,5598.0,7,0.0,1.25,-1,,0.0,-1
16765,5598.0,6,14.0,14.0,",17.25",17.25,22.37,1
16766,5598.0,8,17.0,17.5,",17.25",17.25,22.37,1
16767,5598.0,8,21.0,21.25,,,0.0,0
16768,5599.0,3,0.0,0.0,",3.25",3.25,23.86,1
16769,5599.0,3,14.0,14.25,",14.25",14.25,19.77,1
16770,5599.0,8,7.0,7.5,,,0.0,0
16771,5599.0,0,21.0,23.0,,,0.0,0
16772,5599.0,2,24.0,25.5,-1,,0.0,-1
16773,6562.0,9,0.0,0.75,",3.0",3.0,20.91,1
16774,6562.0,4,7.0,7.5,",9.25,14.25",14.25,41.230000000000004,1
16775,6562.0,0,17.0,17.5,",17.5",17.5,10.36,1
16776,6562.0,8,21.0,21.5,",21.25",21.25,9.99,1
16777,6562.0,6,24.0,24.5,",25.25",25.25,10.06,1
16778,5602.0,5,0.0,1.25,",1.5",1.5,17.77,1
16779,5602.0,3,17.0,17.25,,,0.0,0
16780,5602.0,7,21.0,21.75,-1,,0.0,-1
16781,5602.0,1,24.0,24.5,",28.25",28.25,14.6,1
16782,5604.0,5,0.0,1.5,",1.0",1.0,13.11,1
16783,5604.0,3,7.0,9.25,",8.75",8.75,15.27,1
16784,5604.0,3,14.0,16.25,",14.0",14.0,6.82,1
16785,5604.0,6,17.0,17.0,",18.5",18.5,16.11,1
16786,5604.0,9,24.0,25.5,",25.25",,8.63,0
16787,5606.0,1,0.0,,",1.25",,1.19,0
16788,5606.0,0,14.0,16.0,",16.5,18.0,18.75,19.0,20.75",,12.510000000000002,0
16789,5606.0,3,21.0,,",24.0,26.75",26.75,9.11,1
16790,5606.0,7,24.0,24.0,24.0,,3.75,1
16791,5607.0,3,0.0,,,,0.0,0
16792,5607.0,7,17.0,18.0,-1,,0.0,-1
16793,5607.0,6,21.0,21.25,",23.0,27.25",,5.640000000000001,0
16794,5607.0,2,24.0,,27.25,,2.25,1
16795,20.0,5,0.0,2.5,",3.25",3.25,16.61,1
16796,20.0,5,7.0,8.0,",9.25",9.25,14.17,1
16797,20.0,5,17.0,17.5,",17.75",17.75,12.43,1
16798,20.0,4,21.0,22.5,",21.25",21.25,35.92,1
16799,20.0,9,24.0,,",25.0",25.0,15.59,1
16800,5612.0,2,0.0,,-1,,0.0,-1
16801,5612.0,1,14.0,14.0,",18.25",,5.87,0
16802,5612.0,5,17.0,17.25,",18.25,19.25",19.25,7.51,1
16803,5612.0,4,24.0,,",28.75",,4.32,0
16804,5614.0,1,0.0,1.0,",2.25",2.25,20.81,1
16805,5614.0,2,17.0,18.0,18.5,,14.61,1
16806,5614.0,9,24.0,25.25,",25.5",25.5,35.91,1
16807,2692.0,1,0.0,1.25,,,0.0,0
16808,2692.0,5,14.0,16.75,,,0.0,0
16809,2692.0,5,21.0,24.0,,,0.0,0
16810,2692.0,7,17.0,17.25,-1,,0.0,0
16811,5619.0,1,0.0,2.75,",2.75",,4.38,0
16812,5619.0,1,17.0,18.5,",19.5,20.5",,5.96,0
16813,5619.0,6,14.0,16.75,",19.5,20.5",,5.96,0
16814,5619.0,9,21.0,,,,0.0,0
16815,5619.0,4,24.0,,,,0.0,0
16816,5620.0,4,0.0,,",10.0",,0.66,0
16817,5620.0,0,14.0,15.0,",15.0,15.5,17.0,17.25,20.5",,12.27,0
16818,5620.0,8,17.0,17.0,",17.0,17.25,20.5",,5.35,0
16819,5620.0,5,21.0,,",28.0",,1.25,0
16820,5620.0,1,24.0,28.0,",28.0",,1.25,0
16821,11756.0,2,0.0,3.0,-1,,0.0,-1
16822,11756.0,2,7.0,,9.75,,6.49,1
16823,11756.0,9,14.0,,,,0.0,0
16824,11756.0,9,17.0,,,,0.0,0
16825,11756.0,8,24.0,26.25,",25.25",,0.86,0
16826,5623.0,3,0.0,0.0,,,0.0,0
16827,5623.0,0,7.0,7.25,",13.0",13.0,17.62,1
16828,5623.0,0,17.0,18.25,",17.0",17.0,13.05,1
16829,5623.0,5,14.0,14.25,",14.75",14.75,9.64,1
16830,5623.0,6,21.0,21.75,",26.0",26.0,21.63,1
16831,5624.0,6,0.0,0.5,",0.75",0.75,53.4,1
16832,5624.0,6,7.0,7.0,",7.25",7.25,12.68,1
16833,5624.0,3,14.0,20.25,,,0.0,0
16834,5624.0,3,24.0,24.5,",24.75",24.75,28.73,1
16835,5624.0,4,21.0,23.5,",23.75",23.75,22.85,1
16836,5625.0,7,0.0,3.25,-1,,0.0,-1
16837,5625.0,9,7.0,7.0,,,0.0,0
16838,5625.0,9,14.0,14.0,",14.25",14.25,23.28,1
16839,5625.0,6,17.0,17.25,",19.5",19.5,38.31,1
16840,5625.0,5,21.0,21.25,,,0.0,0
16841,3731.0,3,0.0,0.5,,,0.0,0
16842,3731.0,8,7.0,7.5,,,0.0,0
16843,3731.0,1,17.0,17.25,,,0.0,0
16844,3731.0,9,21.0,21.5,,,0.0,0
16845,5627.0,4,0.0,1.75,",2.25,4.25",4.25,37.09,1
16846,5627.0,0,7.0,7.5,",7.0",7.0,26.08,1
16847,5627.0,8,21.0,21.5,",22.0",22.0,16.81,1
16848,5627.0,1,24.0,24.0,",25.0",25.0,25.6,1
16849,5629.0,3,0.0,,",4.25",4.25,22.49,1
16850,5629.0,3,14.0,21.5,",16.0",16.0,29.53,1
16851,5629.0,0,7.0,,,,0.0,0
16852,5629.0,7,24.0,24.5,24.25,,29.88,1
16853,5631.0,1,0.0,1.5,",0.0",0.0,18.74,1
16854,5631.0,1,24.0,27.25,",24.25",24.25,18.46,1
16855,5631.0,9,7.0,,",7.75",7.75,14.78,1
16856,5631.0,4,14.0,,",20.0",20.0,23.8,1
16857,5631.0,4,21.0,,",22.0",22.0,24.78,1
16858,5631.0,0,17.0,19.5,",20.0",20.0,23.8,1
16859,4707.0,9,0.0,,",3.5,4.5,7.0",7.0,10.5,1
16860,4707.0,1,7.0,8.5,",7.0,10.0,10.5,10.75,11.25",,26.46,0
16861,4707.0,1,14.0,16.25,",14.5,16.5,17.5",,9.6,0
16862,4707.0,3,17.0,,",17.5,19.5,23.5",,8.06,0
16863,4707.0,4,24.0,,",27.0",,1.47,0
16864,185.0,2,0.0,0.75,-1,,0.0,-1
16865,185.0,2,14.0,16.5,14.0,,25.7,1
16866,185.0,0,7.0,7.25,",8.5",8.5,29.45,1
16867,185.0,4,17.0,,",25.25",,30.58,0
16868,185.0,4,24.0,24.5,",25.25",25.25,30.58,1
16869,5635.0,9,0.0,2.75,",3.0",3.0,14.5,1
16870,5635.0,6,7.0,7.25,",7.0",7.0,12.5,1
16871,5635.0,3,14.0,14.0,",17.25",17.25,14.01,1
16872,5635.0,2,17.0,17.25,17.25,,14.01,1
16873,5635.0,4,21.0,25.25,",28.0",,18.57,0
16874,5863.0,0,0.0,2.0,",2.75,3.0,4.0,4.25,6.0,6.75",,19.75,0
16875,5863.0,2,21.0,,22.5,,7.01,1
16876,5863.0,9,24.0,,,,0.0,0
16877,210.0,2,0.0,,0.75,,4.08,1
16878,210.0,5,7.0,8.0,",8.25,8.75",8.75,8.71,1
16879,210.0,4,14.0,,",15.0,18.5",,16.2,0
16880,210.0,4,21.0,,",25.75,28.25",,3.96,0
16881,210.0,3,17.0,18.5,",18.5",,2.59,0
16882,210.0,0,24.0,25.0,",25.75,28.25",,3.96,0
16883,3734.0,5,0.0,0.5,,,0.0,0
16884,3734.0,5,14.0,14.5,",16.25",16.25,24.12,1
16885,3734.0,4,7.0,9.25,",16.25",16.25,24.12,1
16886,3734.0,4,21.0,23.75,",23.75",,16.75,0
16887,3734.0,2,17.0,19.5,-1,,0.0,-1
16888,5644.0,0,0.0,0.5,",1.0,2.25,3.25,3.5",3.5,30.0,1
16889,5644.0,1,7.0,9.75,",7.0,9.75,10.25",,14.51,0
16890,5644.0,8,14.0,14.5,",16.25",16.25,11.21,1
16891,5644.0,2,21.0,,22.75,,4.97,1
16892,6567.0,0,0.0,0.0,",5.0",,2.9699999999999998,0
16893,6567.0,0,7.0,7.75,,,0.0,0
16894,6567.0,2,14.0,,-1,,0.0,-1
16895,6567.0,4,17.0,,",21.75,26.75",,7.42,0
16896,6567.0,9,21.0,,",21.75,26.75",,7.42,0
16897,6567.0,1,24.0,25.75,",26.75",,4.74,0
16898,5647.0,4,0.0,,",7.0,7.25,10.0",,10.29,0
16899,5647.0,2,7.0,,7.0,,4.39,1
16900,5647.0,8,14.0,14.75,",17.25",,4.8100000000000005,0
16901,5647.0,3,24.0,,",28.5",,1.3599999999999999,0
16902,5648.0,3,0.0,,",1.25,2.25,3.0",3.0,18.990000000000002,1
16903,5648.0,3,7.0,9.0,",9.25",9.25,6.11,1
16904,5648.0,1,17.0,,",17.75,22.0",,5.8100000000000005,0
16905,5648.0,4,21.0,,",22.0,26.5,28.0",,6.17,0
16906,5648.0,8,24.0,24.25,",26.5,28.0",,4.76,0
16907,5649.0,7,0.0,1.0,0.75,,3.18,1
16908,5649.0,3,14.0,14.25,",16.25",16.25,6.24,1
16909,5649.0,4,17.0,,",17.75,18.25,19.0,20.25,20.5,26.0",,15.31,0
16910,5649.0,6,24.0,25.0,",26.0,27.25,28.25",28.25,15.940000000000001,1
16911,5650.0,6,0.0,0.5,",8.25",8.25,13.92,1
16912,5650.0,5,14.0,14.0,",19.25",19.25,18.69,1
16913,5650.0,3,17.0,17.75,",19.25",19.25,18.69,1
16914,5650.0,4,21.0,26.25,,,0.0,0
16915,8658.0,6,0.0,4.0,",1.0",1.0,15.63,1
16916,8658.0,6,24.0,25.25,",24.25",24.25,17.74,1
16917,8658.0,7,7.0,10.5,8.0,,41.03,1
16918,8658.0,1,17.0,17.75,,,0.0,0
16919,8658.0,4,21.0,22.5,",24.25",,17.74,0
16920,5652.0,1,0.0,3.0,",0.5,2.5,3.5,4.75",,14.469999999999999,0
16921,5652.0,9,14.0,,",17.5",17.5,81.11,1
16922,5652.0,8,17.0,17.0,",17.5",17.5,81.11,1
16923,5654.0,3,0.0,0.25,",2.5",2.5,36.69,1
16924,5654.0,1,7.0,11.0,",8.0",8.0,14.79,1
16925,5654.0,7,24.0,29.0,-1,,0.0,-1
16926,4311.0,2,0.0,,2.5,,4.83,1
16927,4311.0,9,7.0,7.25,",7.5,8.5",8.5,10.64,1
16928,4311.0,3,17.0,,",18.5,21.0",,4.16,0
16929,4311.0,6,24.0,24.5,",24.75,25.25,25.5",25.5,12.73,1
16930,5656.0,0,0.0,3.75,",4.5,5.75,6.75",,10.14,0
16931,5656.0,7,7.0,7.25,7.25,,3.79,1
16932,5656.0,2,14.0,,15.25,,3.88,1
16933,5656.0,2,24.0,,26.75,,1.98,1
16934,5656.0,3,17.0,,,,0.0,0
16935,5656.0,3,21.0,,",26.75",,1.98,0
16936,5658.0,1,0.0,0.25,",1.0,1.75",,4.07,0
16937,5658.0,1,17.0,19.5,,,0.0,0
16938,5658.0,4,7.0,,",7.25,12.25",,14.79,0
16939,5658.0,9,24.0,,",28.25",,0.46,0
16940,5659.0,0,0.0,4.25,",5.5",5.5,44.81,1
16941,5659.0,0,24.0,27.5,",27.5",27.5,39.43,1
16942,5659.0,5,7.0,8.25,",11.75",11.75,25.8,1
16943,5659.0,8,14.0,,",16.5",16.5,35.13,1
16944,5659.0,8,21.0,21.5,",22.5",22.5,38.92,1
16945,5659.0,7,17.0,17.75,19.0,,25.17,1
16946,5663.0,3,0.0,,",0.0",0.0,25.96,1
16947,5663.0,8,7.0,7.5,",8.25",8.25,31.95,1
16948,5663.0,9,14.0,,",20.0",20.0,44.7,1
16949,5663.0,9,24.0,28.0,",29.5",29.5,30.72,1
16950,5663.0,7,17.0,20.0,20.0,,44.7,1
16951,5663.0,4,21.0,,",29.5",29.5,30.72,1
16952,5664.0,4,0.0,6.5,",8.25,9.75",9.75,41.06,1
16953,5664.0,5,7.0,8.5,",8.25",8.25,14.77,1
16954,5664.0,3,14.0,16.0,",16.25",16.25,18.12,1
16955,5664.0,3,21.0,23.0,",24.5",24.5,11.16,1
16956,5664.0,8,17.0,17.5,",17.5",17.5,22.7,1
16957,5664.0,8,24.0,24.0,",24.5",24.5,11.16,1
16958,5665.0,9,0.0,4.75,",4.75",4.75,14.37,1
16959,5665.0,1,17.0,20.25,",17.25,21.75",21.75,28.0,1
