,gender,age,id,became_member_on,income
4184,O,53,3623,2018-01-04,97000.0
4185,M,48,3624,2017-02-28,57000.0
4187,M,27,3625,2017-05-20,73000.0
4188,F,38,3626,2018-05-13,54000.0
4189,F,64,3627,2018-03-29,98000.0
4190,F,60,3628,2015-09-19,113000.0
4191,F,51,3629,2013-09-13,54000.0
4192,F,74,3630,2018-02-24,58000.0
4193,M,62,3631,2018-03-18,57000.0
4194,F,46,3632,2016-06-17,63000.0
4195,F,32,3633,2016-05-30,53000.0
4196,O,77,3634,2017-08-10,51000.0
4197,M,62,3635,2017-07-15,69000.0
4198,M,30,3636,2016-09-19,39000.0
4199,M,73,3637,2018-04-22,58000.0
4200,M,61,3638,2018-04-25,53000.0
4201,O,40,3639,2018-01-09,57000.0
4202,M,55,3640,2014-07-12,39000.0
4203,F,52,3641,2016-05-18,113000.0
4204,M,53,3642,2016-09-20,45000.0
4205,F,57,3643,2017-11-03,102000.0
4206,F,69,3644,2018-02-26,115000.0
4207,F,18,3645,2017-02-23,73000.0
4208,M,24,3646,2018-01-09,71000.0
4209,M,19,3647,2017-11-26,59000.0
4210,F,66,3648,2016-07-24,113000.0
4212,F,43,3649,2017-01-25,69000.0
4213,F,60,3650,2017-06-02,116000.0
4214,F,50,3651,2018-01-09,78000.0
4215,M,18,3652,2017-09-20,61000.0
4216,M,89,3653,2016-04-29,84000.0
4217,F,47,3654,2015-08-10,30000.0
4218,F,21,3655,2017-09-20,49000.0
4219,F,56,3656,2018-03-31,98000.0
4220,M,53,3657,2018-01-23,56000.0
4221,F,86,3658,2017-03-23,95000.0
4222,M,62,3659,2016-03-28,52000.0
4223,F,56,3660,2018-04-05,55000.0
4224,F,60,3661,2016-11-20,82000.0
4225,M,18,3662,2013-08-08,56000.0
4226,M,59,3663,2018-04-19,87000.0
4227,M,56,3664,2017-07-22,61000.0
4229,F,41,3665,2016-02-05,64000.0
4231,F,41,3666,2015-03-15,55000.0
4232,F,51,3667,2018-05-15,30000.0
4233,F,25,3668,2017-06-06,45000.0
4234,M,51,3669,2017-01-02,62000.0
4236,M,45,3670,2017-08-13,99000.0
4237,M,73,3671,2018-07-18,52000.0
4238,M,65,3672,2018-05-19,58000.0
4239,M,63,3673,2015-12-29,89000.0
4240,M,93,3674,2017-09-04,35000.0
4241,M,55,3675,2018-02-19,30000.0
4242,M,91,3676,2017-11-09,51000.0
4243,M,47,3677,2017-03-26,71000.0
4244,M,26,3678,2018-05-21,67000.0
4245,M,71,3679,2018-01-21,51000.0
4246,F,38,3680,2016-03-25,64000.0
4247,M,22,3681,2018-01-15,43000.0
4248,F,70,3682,2017-04-14,118000.0
4249,F,68,3683,2017-08-19,106000.0
4250,M,31,3684,2016-11-13,65000.0
4251,F,54,3685,2016-03-22,116000.0
4252,F,41,3686,2015-12-13,33000.0
4253,M,24,3687,2016-01-29,40000.0
4254,F,71,3688,2016-08-10,82000.0
4255,M,48,3689,2017-12-05,70000.0
4256,F,83,3690,2016-12-16,97000.0
4257,M,73,3691,2014-11-08,59000.0
4258,F,29,3692,2017-04-28,68000.0
4259,F,88,3693,2017-09-11,92000.0
4260,F,27,3694,2018-02-25,58000.0
4261,M,40,3695,2017-08-05,89000.0
4262,F,46,3696,2018-01-14,51000.0
4263,M,64,3697,2017-09-18,68000.0
4264,M,34,3698,2017-09-30,37000.0
4265,M,49,3699,2017-07-27,73000.0
4266,M,69,3700,2017-11-07,106000.0
4267,M,85,3701,2017-12-30,33000.0
4268,M,57,3702,2017-05-20,98000.0
4269,M,34,3703,2014-11-15,31000.0
4271,F,52,3704,2018-03-23,34000.0
4272,F,64,3705,2015-05-06,86000.0
4273,M,43,3706,2016-09-10,41000.0
4274,M,68,3707,2018-01-27,59000.0
4275,F,64,3708,2017-02-20,94000.0
4277,M,100,3709,2015-09-11,98000.0
4278,F,42,3710,2018-01-19,65000.0
4279,M,51,3711,2015-05-20,66000.0
4280,F,19,3712,2017-12-05,61000.0
4281,M,34,3713,2018-05-17,31000.0
4282,O,30,3714,2017-04-01,31000.0
4284,M,62,3715,2017-06-21,72000.0
4285,F,58,3716,2018-06-25,100000.0
4286,M,24,3717,2017-12-13,35000.0
4287,F,70,3718,2016-06-20,89000.0
4288,M,55,3719,2016-01-30,72000.0
4289,M,71,3720,2015-06-23,44000.0
4290,F,65,3721,2016-08-02,84000.0
4291,M,26,3722,2014-03-16,33000.0
4292,M,72,3723,2015-10-17,34000.0
4293,F,82,3724,2016-04-01,90000.0
4294,M,58,3725,2018-01-04,80000.0
4295,M,21,3726,2017-01-01,41000.0
4296,M,65,3727,2016-09-14,117000.0
4298,M,25,3728,2018-06-02,39000.0
4299,M,26,3729,2017-05-26,60000.0
4300,F,58,3730,2016-08-31,94000.0
4301,F,51,3731,2016-12-22,75000.0
4302,F,69,3732,2016-08-06,71000.0
4303,F,54,3733,2017-11-07,103000.0
4305,M,42,3734,2017-09-16,78000.0
4306,F,62,3735,2018-03-08,41000.0
4307,F,80,3736,2018-06-24,64000.0
4308,F,75,3737,2017-12-09,67000.0
4309,M,26,3738,2018-02-13,49000.0
4310,M,73,3739,2017-11-19,72000.0
4311,M,33,3740,2015-09-02,72000.0
4312,M,28,3741,2018-05-11,37000.0
4314,M,57,3742,2015-12-21,46000.0
4315,M,54,3743,2015-09-29,65000.0
4316,F,50,3744,2017-09-02,102000.0
4317,M,67,3745,2017-08-02,99000.0
4318,F,60,3746,2018-04-25,83000.0
4319,M,66,3747,2016-08-06,42000.0
4321,M,70,3748,2015-11-24,74000.0
4323,F,24,3749,2017-12-20,68000.0
4326,M,60,3750,2016-10-25,79000.0
4327,M,46,3751,2018-05-30,79000.0
4328,F,25,3752,2018-04-22,67000.0
4329,F,59,3753,2016-12-13,76000.0
4330,F,56,3754,2017-09-20,38000.0
4331,M,25,3755,2018-05-12,60000.0
4333,F,53,3756,2017-05-31,65000.0
4334,F,39,3757,2016-07-02,96000.0
4335,M,64,3758,2015-04-13,70000.0
4336,M,47,3759,2014-09-01,45000.0
4337,M,35,3760,2016-09-15,61000.0
4338,M,40,3761,2017-11-18,51000.0
4339,M,82,3762,2017-07-06,73000.0
4340,M,18,3763,2017-09-07,56000.0
4341,F,66,3764,2017-11-21,73000.0
4342,F,68,3765,2018-05-08,82000.0
4343,M,50,3766,2015-10-17,56000.0
4344,F,84,3767,2017-08-16,45000.0
4345,M,66,3768,2018-02-19,70000.0
4346,M,55,3769,2016-04-10,56000.0
4347,M,64,3770,2018-01-02,43000.0
4348,M,83,3771,2017-08-27,97000.0
4349,F,87,3772,2018-04-08,48000.0
4350,M,64,3773,2017-12-21,36000.0
4352,F,23,3774,2016-11-30,70000.0
4353,M,24,3775,2015-09-21,39000.0
4354,M,58,3776,2017-06-06,109000.0
4356,F,27,3777,2016-12-31,66000.0
4357,M,76,3778,2018-07-26,92000.0
4358,F,60,3779,2016-02-15,100000.0
4359,M,64,3780,2015-10-08,68000.0
4360,M,40,3781,2018-02-24,51000.0
4362,M,25,3782,2017-10-08,34000.0
4363,M,74,3783,2017-10-04,57000.0
4364,F,56,3784,2017-02-20,59000.0
4365,M,58,3785,2018-06-20,39000.0
4366,M,76,3786,2018-01-01,52000.0
4367,M,46,3787,2016-01-15,68000.0
4368,F,25,3788,2017-12-30,36000.0
4369,M,64,3789,2018-07-10,62000.0
4370,M,20,3790,2014-07-29,37000.0
4371,M,58,3791,2018-04-10,57000.0
4372,M,60,3792,2017-10-24,40000.0
4373,F,49,3793,2016-11-13,77000.0
4374,M,62,3794,2017-11-19,42000.0
4375,F,39,3795,2017-12-29,31000.0
4376,M,51,3796,2017-07-28,54000.0
4377,F,75,3797,2017-11-11,34000.0
4379,M,69,3798,2015-11-13,57000.0
4380,M,41,3799,2018-03-31,53000.0
4381,F,52,3800,2018-04-17,67000.0
4382,F,53,3801,2018-01-25,105000.0
4383,M,31,3802,2017-12-27,45000.0
4384,F,58,3803,2017-12-11,115000.0
4385,M,24,3804,2015-02-20,32000.0
4386,F,48,3805,2016-01-21,85000.0
4388,M,52,3806,2017-10-04,37000.0
4389,M,37,3807,2017-10-16,48000.0
4390,F,36,3808,2017-11-15,31000.0
4391,M,67,3809,2017-05-15,106000.0
4392,F,53,3810,2016-11-18,67000.0
4393,F,99,3811,2015-11-13,85000.0
4394,F,50,3812,2018-01-08,115000.0
4395,F,58,3813,2017-05-17,100000.0
4396,M,66,3814,2018-07-15,53000.0
4398,F,32,3815,2017-11-24,51000.0
4399,F,24,3816,2017-01-28,45000.0
4400,F,68,3817,2013-12-31,71000.0
4401,M,65,3818,2017-10-03,74000.0
4402,M,56,3819,2016-02-28,106000.0
4403,M,76,3820,2018-04-26,49000.0
4404,M,68,3821,2015-12-11,52000.0
4405,M,93,3822,2017-12-18,52000.0
4406,M,47,3823,2017-01-09,57000.0
4407,M,53,3824,2017-08-02,53000.0
4408,M,29,3825,2018-05-25,45000.0
4409,F,66,3826,2018-01-09,72000.0
4410,F,78,3827,2016-08-01,115000.0
4411,F,38,3828,2017-11-13,61000.0
4412,M,76,3829,2017-07-30,36000.0
4413,O,61,3830,2017-12-07,53000.0
4414,M,78,3831,2017-11-19,64000.0
4415,M,49,3832,2016-07-31,107000.0
4416,M,51,3833,2015-11-28,60000.0
4417,M,32,3834,2015-09-08,50000.0
4418,M,61,3835,2018-02-02,106000.0
4421,M,49,3836,2017-10-01,44000.0
4422,F,84,3837,2017-09-18,38000.0
4423,M,58,3838,2018-03-22,87000.0
4424,F,56,3839,2016-06-02,104000.0
4425,M,51,3840,2018-04-17,55000.0
4426,F,67,3841,2018-05-17,95000.0
4427,F,52,3842,2013-10-21,97000.0
4428,F,86,3843,2017-02-02,92000.0
4429,F,30,3844,2016-09-03,34000.0
4430,M,46,3845,2018-07-15,79000.0
4431,F,51,3846,2016-07-08,77000.0
4433,M,57,3847,2017-12-20,42000.0
4435,F,52,3848,2017-05-23,40000.0
4436,F,72,3849,2016-10-06,92000.0
4437,M,62,3850,2017-10-21,46000.0
4438,M,62,3851,2017-04-28,89000.0
4440,F,91,3852,2014-04-07,71000.0
4441,F,51,3853,2017-07-28,57000.0
4442,O,55,3854,2017-09-26,69000.0
4443,F,54,3855,2018-05-15,99000.0
4444,F,64,3856,2018-07-01,99000.0
4445,F,65,3857,2016-12-16,43000.0
4446,F,38,3858,2017-06-18,38000.0
4447,M,73,3859,2017-01-30,52000.0
4448,F,91,3860,2016-09-04,31000.0
4449,M,69,3861,2018-05-25,53000.0
4450,F,67,3862,2016-04-20,68000.0
4451,M,58,3863,2017-08-13,110000.0
4452,M,47,3864,2017-12-28,53000.0
4453,F,67,3865,2017-10-17,80000.0
4454,M,64,3866,2015-09-25,56000.0
4455,M,50,3867,2017-10-16,83000.0
4456,F,41,3868,2016-01-04,72000.0
4457,M,43,3869,2015-11-02,72000.0
4459,M,48,3870,2016-08-01,32000.0
4460,M,78,3871,2015-04-21,55000.0
4462,M,74,3872,2018-05-01,69000.0
4463,M,49,3873,2017-04-03,70000.0
4464,F,21,3874,2018-01-15,42000.0
4465,M,52,3875,2017-08-15,31000.0
4466,M,37,3876,2018-05-22,74000.0
4467,F,55,3877,2017-08-07,83000.0
4468,M,43,3878,2018-07-11,93000.0
4471,M,63,3879,2016-10-06,49000.0
4472,F,30,3880,2017-03-05,75000.0
4473,M,19,3881,2017-10-26,71000.0
4474,M,50,3882,2014-01-25,88000.0
4475,F,58,3883,2016-04-24,109000.0
4476,M,59,3884,2013-09-25,68000.0
4477,F,28,3885,2017-03-31,55000.0
4478,M,36,3886,2018-02-03,67000.0
4479,M,78,3887,2018-03-24,44000.0
4481,F,52,3888,2018-06-25,65000.0
4482,M,92,3889,2017-11-28,48000.0
4485,M,42,3890,2018-04-13,38000.0
4486,F,93,3891,2017-06-10,70000.0
4487,M,45,3892,2018-01-04,85000.0
4488,M,60,3893,2016-02-10,34000.0
4489,M,58,3894,2014-03-04,40000.0
4490,F,69,3895,2017-11-09,48000.0
4491,F,59,3896,2016-04-04,97000.0
4492,F,49,3897,2018-01-11,89000.0
4494,F,67,3898,2017-11-08,77000.0
4495,M,84,3899,2015-03-01,66000.0
4497,F,39,3900,2017-09-24,50000.0
4498,F,56,3901,2016-06-21,52000.0
4499,F,87,3902,2015-09-28,62000.0
4500,O,57,3903,2017-11-07,98000.0
4501,F,52,3904,2017-01-15,46000.0
4502,M,50,3905,2017-11-26,56000.0
4503,F,68,3906,2016-09-18,61000.0
4504,M,94,3907,2015-08-09,50000.0
4505,F,81,3908,2017-03-01,101000.0
4506,F,37,3909,2015-12-26,93000.0
4508,M,65,3910,2017-11-02,99000.0
4509,F,26,3911,2018-04-28,41000.0
4510,M,42,3912,2015-08-05,44000.0
4511,M,71,3913,2018-01-09,65000.0
4512,M,57,3914,2018-04-19,70000.0
4514,F,73,3915,2017-11-14,71000.0
4515,M,70,3916,2015-01-04,65000.0
4516,M,65,3917,2016-05-13,86000.0
4517,F,57,3918,2017-03-16,74000.0
4518,M,77,3919,2015-08-27,94000.0
4519,M,48,3920,2017-08-22,42000.0
4520,M,61,3921,2014-01-11,65000.0
4521,F,60,3922,2015-12-25,59000.0
4522,M,57,3923,2017-10-13,88000.0
4524,F,66,3924,2018-05-30,70000.0
4525,F,66,3925,2016-11-26,74000.0
4526,F,56,3926,2017-04-07,82000.0
4527,M,78,3927,2014-01-14,64000.0
4529,F,52,3928,2017-04-19,84000.0
4531,M,19,3929,2016-02-14,46000.0
4532,M,58,3930,2015-09-07,115000.0
4533,M,41,3931,2016-04-18,68000.0
4534,F,64,3932,2015-11-17,76000.0
4535,M,51,3933,2016-07-02,65000.0
4536,F,81,3934,2016-07-20,82000.0
4537,F,88,3935,2017-12-04,56000.0
4538,F,67,3936,2016-07-30,99000.0
4539,F,74,3937,2016-02-26,102000.0
4540,M,74,3938,2018-01-14,80000.0
4541,F,66,3939,2018-01-05,78000.0
4542,F,76,3940,2016-11-13,82000.0
4543,M,43,3941,2018-04-12,37000.0
4544,M,70,3942,2018-06-13,83000.0
4545,F,73,3943,2017-05-25,99000.0
4546,F,30,3944,2016-07-15,31000.0
4547,F,83,3945,2014-06-01,60000.0
4548,M,49,3946,2017-09-26,73000.0
4549,M,68,3947,2013-12-15,38000.0
4550,F,28,3948,2015-05-01,66000.0
4551,M,59,3949,2016-07-23,33000.0
4552,F,58,3950,2017-08-18,117000.0
4553,M,38,3951,2017-08-03,39000.0
4554,M,52,3952,2017-01-30,72000.0
4555,M,60,3953,2018-06-25,81000.0
4556,F,75,3954,2015-11-10,31000.0
4557,M,39,3955,2018-07-07,98000.0
4558,F,97,3956,2016-10-30,41000.0
4559,M,70,3957,2017-09-28,32000.0
4560,F,43,3958,2015-12-12,55000.0
4561,M,65,3959,2018-01-27,88000.0
4562,F,25,3960,2016-11-17,64000.0
4563,F,91,3961,2017-11-27,71000.0
4564,F,20,3962,2017-02-06,35000.0
4565,F,56,3963,2016-04-16,42000.0
4566,M,68,3964,2015-05-05,79000.0
4567,M,58,3965,2016-07-07,102000.0
4568,F,70,3966,2016-06-30,99000.0
4569,M,84,3967,2018-06-26,69000.0
4570,F,63,3968,2017-01-17,95000.0
4571,M,23,3969,2017-09-16,50000.0
4572,M,47,3970,2015-04-25,53000.0
4573,M,78,3971,2018-05-16,53000.0
4574,M,85,3972,2018-05-03,85000.0
4576,O,54,3973,2017-05-14,87000.0
4577,M,32,3974,2015-07-31,59000.0
4578,M,82,3975,2016-07-31,92000.0
4579,M,74,3976,2017-12-14,100000.0
4580,M,48,3977,2015-06-19,68000.0
4581,M,55,3978,2016-07-04,64000.0
4582,M,41,3979,2015-02-26,30000.0
4583,M,62,3980,2016-01-13,57000.0
4585,M,70,3981,2013-08-11,31000.0
4586,M,26,3982,2017-08-09,68000.0
4588,F,52,3983,2017-06-25,73000.0
4589,F,42,3984,2017-09-27,61000.0
4591,F,44,3985,2018-04-05,74000.0
4592,F,80,3986,2017-07-02,35000.0
4594,M,78,3987,2017-11-20,50000.0
4595,M,78,3988,2015-12-31,93000.0
4596,F,62,3989,2016-12-24,83000.0
4597,F,44,3990,2018-05-20,41000.0
4598,M,42,3991,2016-12-25,58000.0
4599,M,59,3992,2016-04-14,78000.0
4600,M,27,3993,2015-08-02,40000.0
4601,F,73,3994,2017-09-20,65000.0
4602,M,82,3995,2015-11-20,78000.0
4603,F,55,3996,2018-05-08,74000.0
4604,M,73,3997,2018-05-30,61000.0
4605,M,72,3998,2017-04-07,102000.0
4606,F,36,3999,2018-04-21,54000.0
4607,F,62,4000,2017-12-29,47000.0
4608,M,43,4001,2017-08-01,44000.0
4609,M,37,4002,2016-05-25,69000.0
4610,M,58,4003,2016-04-28,31000.0
4611,M,38,4004,2017-09-13,32000.0
4612,F,75,4005,2016-07-11,52000.0
4613,M,63,4006,2017-12-31,119000.0
4614,F,49,4007,2017-06-05,108000.0
4616,M,62,4008,2018-05-31,51000.0
4617,M,50,4009,2017-11-19,74000.0
4618,M,73,4010,2016-09-26,78000.0
4619,M,54,4011,2017-09-05,96000.0
4620,F,26,4012,2017-11-11,74000.0
4621,M,53,4013,2014-10-03,39000.0
4622,F,41,4014,2015-11-19,90000.0
4624,M,69,4015,2017-05-11,103000.0
4625,M,60,4016,2014-04-19,72000.0
4626,M,25,4017,2017-04-08,49000.0
4627,M,66,4018,2016-08-17,80000.0
4628,M,49,4019,2018-07-11,31000.0
4629,M,19,4020,2017-07-30,55000.0
4631,F,76,4021,2014-09-22,53000.0
4632,M,40,4022,2015-09-02,54000.0
4633,F,65,4023,2018-03-25,83000.0
4634,F,45,4024,2018-07-22,61000.0
4635,F,69,4025,2016-09-09,114000.0
4636,M,54,4026,2017-10-04,83000.0
4637,M,65,4027,2017-11-06,67000.0
4638,M,39,4028,2018-07-14,66000.0
4639,M,29,4029,2017-06-01,55000.0
4642,M,61,4030,2013-10-15,34000.0
4643,F,54,4031,2015-05-07,48000.0
4644,F,72,4032,2015-09-03,45000.0
4645,F,33,4033,2016-01-14,44000.0
4646,F,42,4034,2013-10-17,48000.0
4647,F,70,4035,2017-06-13,103000.0
4648,M,38,4036,2017-08-06,51000.0
4649,M,81,4037,2017-04-11,69000.0
4650,M,36,4038,2017-09-23,43000.0
4651,M,36,4039,2018-03-11,53000.0
4652,F,51,4040,2015-07-01,81000.0
4653,F,69,4041,2016-08-03,110000.0
4654,F,63,4042,2018-05-30,85000.0
4656,O,59,4043,2017-08-09,86000.0
4657,M,50,4044,2017-06-19,63000.0
4658,M,64,4045,2017-09-13,59000.0
4659,M,40,4046,2018-04-17,41000.0
4660,M,30,4047,2017-06-01,65000.0
4661,M,61,4048,2013-12-17,59000.0
4662,M,25,4049,2016-08-01,66000.0
4663,F,78,4050,2016-12-02,74000.0
4664,M,27,4051,2018-07-12,74000.0
4665,M,55,4052,2018-01-12,50000.0
4666,M,28,4053,2018-03-13,31000.0
4667,M,77,4054,2017-12-29,32000.0
4668,M,24,4055,2018-06-12,38000.0
4669,M,52,4056,2017-01-17,43000.0
4670,M,56,4057,2017-04-22,80000.0
4671,F,43,4058,2015-07-31,67000.0
4672,F,48,4059,2018-05-06,72000.0
4673,M,59,4060,2017-07-17,105000.0
4674,M,59,4061,2018-07-06,57000.0
4675,M,64,4062,2014-08-16,75000.0
4676,M,65,4063,2017-10-15,50000.0
4677,F,36,4064,2016-06-09,92000.0
4678,M,54,4065,2018-06-06,70000.0
4679,F,72,4066,2018-07-13,49000.0
4680,M,73,4067,2017-09-20,85000.0
4681,M,43,4068,2016-08-19,100000.0
4682,M,39,4069,2017-11-14,96000.0
4683,M,33,4070,2018-01-27,44000.0
4684,M,51,4071,2016-08-25,75000.0
4685,F,80,4072,2014-09-20,77000.0
4687,F,25,4073,2017-12-01,67000.0
4688,F,48,4074,2015-10-17,64000.0
4690,F,45,4075,2017-10-01,49000.0
4691,M,51,4076,2017-12-14,77000.0
4692,M,56,4077,2018-04-02,60000.0
4693,F,35,4078,2015-07-16,40000.0
4694,F,83,4079,2018-01-20,73000.0
4695,M,70,4080,2015-10-13,114000.0
4696,M,71,4081,2017-11-25,93000.0
4697,M,35,4082,2017-09-29,40000.0
4698,M,30,4083,2018-01-13,56000.0
4699,M,29,4084,2018-01-16,51000.0
4700,M,63,4085,2017-08-09,60000.0
4701,M,43,4086,2013-11-12,79000.0
4703,F,43,4087,2015-10-07,58000.0
4704,F,53,4088,2017-03-11,34000.0
4705,F,57,4089,2016-12-20,54000.0
4706,M,71,4090,2017-03-23,94000.0
4707,F,59,4091,2014-02-14,58000.0
4708,M,62,4092,2017-12-27,60000.0
4709,F,36,4093,2016-02-17,57000.0
4710,M,67,4094,2017-08-21,79000.0
4711,M,54,4095,2018-06-29,70000.0
4713,F,46,4096,2018-01-11,73000.0
4714,M,91,4097,2016-11-20,89000.0
4715,F,78,4098,2017-10-06,67000.0
4717,F,59,4099,2016-03-05,44000.0
4718,M,46,4100,2017-08-27,58000.0
4720,M,42,4101,2018-03-11,64000.0
4721,F,72,4102,2017-12-29,81000.0
4722,F,40,4103,2016-03-22,96000.0
4723,M,51,4104,2018-03-12,49000.0
4724,F,76,4105,2013-12-25,64000.0
4725,M,69,4106,2016-10-11,105000.0
4726,F,34,4107,2016-10-12,33000.0
4727,M,25,4108,2017-02-02,54000.0
4728,M,83,4109,2015-11-06,63000.0
4729,M,41,4110,2016-11-18,58000.0
4730,M,50,4111,2014-01-14,58000.0
4731,M,51,4112,2017-12-20,36000.0
4733,M,30,4113,2018-06-27,45000.0
4734,M,53,4114,2017-10-12,64000.0
4735,M,67,4115,2016-02-03,74000.0
4736,M,60,4116,2018-07-18,64000.0
4737,F,70,4117,2013-11-21,82000.0
4738,F,51,4118,2017-11-05,101000.0
4739,M,40,4119,2018-07-03,59000.0
4740,M,51,4120,2015-10-17,66000.0
4741,F,95,4121,2017-06-11,81000.0
4742,M,52,4122,2017-07-28,31000.0
4743,F,74,4123,2017-06-09,71000.0
4744,F,60,4124,2018-04-10,71000.0
4745,F,89,4125,2017-08-16,47000.0
4747,M,18,4126,2017-10-27,41000.0
4748,M,59,4127,2017-12-02,67000.0
4749,M,66,4128,2018-06-25,45000.0
4750,F,50,4129,2016-10-22,82000.0
4751,F,56,4130,2018-04-21,72000.0
4752,M,67,4131,2016-05-25,35000.0
4753,M,55,4132,2015-12-08,85000.0
4754,M,31,4133,2014-02-13,44000.0
4755,F,80,4134,2016-12-17,83000.0
4756,F,56,4135,2016-10-27,62000.0
4757,M,43,4136,2015-03-15,52000.0
4758,M,61,4137,2017-01-11,59000.0
4759,F,76,4138,2016-07-18,33000.0
4760,F,53,4139,2018-07-15,98000.0
4761,M,44,4140,2018-01-24,35000.0
4762,M,61,4141,2018-06-20,33000.0
4764,M,61,4142,2016-07-28,53000.0
4765,M,36,4143,2018-05-07,66000.0
4766,F,84,4144,2017-07-02,88000.0
4768,M,50,4145,2017-10-06,113000.0
4769,F,25,4146,2018-01-13,34000.0
4770,F,77,4147,2017-08-29,71000.0
4771,M,67,4148,2018-04-11,41000.0
4773,M,44,4149,2017-08-03,31000.0
4774,F,60,4150,2017-09-26,69000.0
4776,M,81,4151,2018-07-15,62000.0
4777,M,76,4152,2017-09-21,40000.0
4778,M,87,4153,2013-08-30,38000.0
4780,M,80,4154,2013-08-15,55000.0
4782,F,28,4155,2016-06-05,34000.0
4783,F,65,4156,2016-06-15,75000.0
4784,M,33,4157,2017-12-01,50000.0
4785,M,44,4158,2015-06-14,55000.0
4786,F,67,4159,2015-12-01,94000.0
4787,F,53,4160,2017-04-23,84000.0
4789,F,83,4161,2018-01-04,61000.0
4790,F,57,4162,2018-05-31,61000.0
4791,M,87,4163,2018-01-21,42000.0
4792,F,63,4164,2017-06-09,76000.0
4793,M,57,4165,2018-01-30,52000.0
4794,M,64,4166,2015-08-29,95000.0
4795,M,53,4167,2018-05-17,62000.0
4796,M,45,4168,2016-06-25,58000.0
4799,M,41,4169,2015-10-15,87000.0
4800,F,60,4170,2017-02-18,118000.0
4801,O,56,4171,2017-04-03,60000.0
4802,M,66,4172,2018-01-28,79000.0
4803,F,42,4173,2018-05-16,61000.0
4805,M,57,4174,2018-04-04,65000.0
4806,M,50,4175,2017-08-11,111000.0
4809,F,83,4176,2017-01-15,64000.0
4810,F,64,4177,2018-07-02,70000.0
4811,M,86,4178,2017-08-22,62000.0
4812,F,43,4179,2018-01-26,39000.0
4813,M,81,4180,2016-12-23,85000.0
4814,M,52,4181,2018-03-12,99000.0
4815,F,44,4182,2018-03-12,76000.0
4816,F,30,4183,2018-03-26,69000.0
4817,M,50,4184,2018-06-26,56000.0
4818,F,55,4185,2016-09-19,91000.0
4819,M,41,4186,2014-11-16,55000.0
4820,F,34,4187,2017-10-16,63000.0
4821,F,53,4188,2015-04-17,90000.0
4823,F,65,4189,2018-07-20,93000.0
4825,F,74,4190,2016-11-11,91000.0
4826,M,66,4191,2017-02-18,72000.0
4827,F,42,4192,2015-07-30,71000.0
4828,F,88,4193,2017-07-24,89000.0
4829,F,22,4194,2017-08-30,57000.0
4830,M,63,4195,2017-09-12,71000.0
4831,F,67,4196,2016-05-29,82000.0
4832,F,56,4197,2017-12-08,60000.0
4833,M,71,4198,2017-10-10,62000.0
4834,M,76,4199,2014-09-10,54000.0
4835,F,60,4200,2018-05-11,91000.0
4836,F,52,4201,2015-11-07,92000.0
4837,O,58,4202,2015-03-11,78000.0
4838,F,43,4203,2017-07-04,60000.0
4839,M,77,4204,2018-03-02,79000.0
4840,M,65,4205,2018-07-19,68000.0
4841,M,56,4206,2017-12-11,68000.0
4842,M,69,4207,2015-09-07,75000.0
4843,F,34,4208,2017-12-05,62000.0
4844,M,27,4209,2018-07-02,70000.0
4846,F,34,4210,2017-03-09,52000.0
4847,F,80,4211,2017-04-09,100000.0
4848,M,63,4212,2018-05-21,74000.0
4849,F,42,4213,2017-01-08,33000.0
4851,M,56,4214,2018-05-12,54000.0
4852,M,62,4215,2018-03-05,31000.0
4853,M,70,4216,2018-05-05,36000.0
4854,M,58,4217,2015-11-04,100000.0
4856,M,29,4218,2016-10-14,53000.0
4857,F,88,4219,2016-03-19,51000.0
4858,F,72,4220,2015-08-30,104000.0
4859,M,54,4221,2017-08-29,74000.0
4860,M,64,4222,2017-01-05,74000.0
4861,M,84,4223,2015-10-22,64000.0
4862,M,23,4224,2014-02-26,71000.0
4863,M,63,4225,2017-11-27,62000.0
4864,F,65,4226,2017-08-16,52000.0
4865,M,37,4227,2017-10-21,44000.0
4867,M,29,4228,2017-11-05,40000.0
4868,M,77,4229,2013-08-13,77000.0
4869,M,52,4230,2017-03-11,81000.0
4870,M,65,4231,2017-11-18,71000.0
4872,M,36,4232,2018-02-04,38000.0
4873,M,44,4233,2017-07-09,64000.0
4874,F,61,4234,2018-03-15,113000.0
4875,O,70,4235,2017-09-19,34000.0
4876,F,53,4236,2015-11-21,41000.0
4877,M,49,4237,2017-08-07,65000.0
4878,F,21,4238,2018-05-06,36000.0
4879,F,63,4239,2016-07-01,76000.0
4880,M,52,4240,2016-06-07,100000.0
4881,F,51,4241,2017-04-12,88000.0
4882,M,53,4242,2013-12-12,53000.0
4883,M,40,4243,2017-08-12,49000.0
4885,M,26,4244,2018-02-18,65000.0
4886,M,67,4245,2016-11-06,88000.0
4887,F,53,4246,2016-11-22,53000.0
4888,M,30,4247,2017-03-07,42000.0
4889,M,79,4248,2017-07-30,78000.0
4890,M,44,4249,2018-02-02,55000.0
4891,M,67,4250,2017-09-14,72000.0
4892,M,42,4251,2017-11-06,32000.0
4893,M,27,4252,2016-03-22,40000.0
4894,M,83,4253,2018-04-30,54000.0
4895,M,48,4254,2015-09-05,98000.0
4896,F,52,4255,2017-11-29,81000.0
4897,M,48,4256,2017-05-31,69000.0
4898,M,37,4257,2017-01-14,59000.0
