,gender,age,id,became_member_on,income
4684,M,51,4684,20160825,75000.0
4685,F,80,4685,20140920,77000.0
4687,F,25,4687,20171201,67000.0
4688,F,48,4688,20151017,64000.0
4690,F,45,4690,20171001,49000.0
4691,M,51,4691,20171214,77000.0
4692,M,56,4692,20180402,60000.0
4693,F,35,4693,20150716,40000.0
4694,F,83,4694,20180120,73000.0
4695,M,70,4695,20151013,114000.0
4696,M,71,4696,20171125,93000.0
4697,M,35,4697,20170929,40000.0
4698,M,30,4698,20180113,56000.0
4699,M,29,4699,20180116,51000.0
4700,M,63,4700,20170809,60000.0
4701,M,43,4701,20131112,79000.0
4703,F,43,4703,20151007,58000.0
4704,F,53,4704,20170311,34000.0
4705,F,57,4705,20161220,54000.0
4706,M,71,4706,20170323,94000.0
4707,F,59,4707,20140214,58000.0
4708,M,62,4708,20171227,60000.0
4709,F,36,4709,20160217,57000.0
4710,M,67,4710,20170821,79000.0
4711,M,54,4711,20180629,70000.0
4713,F,46,4713,20180111,73000.0
4714,M,91,4714,20161120,89000.0
4715,F,78,4715,20171006,67000.0
4717,F,59,4717,20160305,44000.0
4718,M,46,4718,20170827,58000.0
4720,M,42,4720,20180311,64000.0
4721,F,72,4721,20171229,81000.0
4722,F,40,4722,20160322,96000.0
4723,M,51,4723,20180312,49000.0
4724,F,76,4724,20131225,64000.0
4725,M,69,4725,20161011,105000.0
4726,F,34,4726,20161012,33000.0
4727,M,25,4727,20170202,54000.0
4728,M,83,4728,20151106,63000.0
4729,M,41,4729,20161118,58000.0
4730,M,50,4730,20140114,58000.0
4731,M,51,4731,20171220,36000.0
4733,M,30,4733,20180627,45000.0
4734,M,53,4734,20171012,64000.0
4735,M,67,4735,20160203,74000.0
4736,M,60,4736,20180718,64000.0
4737,F,70,4737,20131121,82000.0
4738,F,51,4738,20171105,101000.0
4739,M,40,4739,20180703,59000.0
4740,M,51,4740,20151017,66000.0
4741,F,95,4741,20170611,81000.0
4742,M,52,4742,20170728,31000.0
4743,F,74,4743,20170609,71000.0
4744,F,60,4744,20180410,71000.0
4745,F,89,4745,20170816,47000.0
4747,M,18,4747,20171027,41000.0
4748,M,59,4748,20171202,67000.0
4749,M,66,4749,20180625,45000.0
4750,F,50,4750,20161022,82000.0
4751,F,56,4751,20180421,72000.0
4752,M,67,4752,20160525,35000.0
4753,M,55,4753,20151208,85000.0
4754,M,31,4754,20140213,44000.0
4755,F,80,4755,20161217,83000.0
4756,F,56,4756,20161027,62000.0
4757,M,43,4757,20150315,52000.0
4758,M,61,4758,20170111,59000.0
4759,F,76,4759,20160718,33000.0
4760,F,53,4760,20180715,98000.0
4761,M,44,4761,20180124,35000.0
4762,M,61,4762,20180620,33000.0
4764,M,61,4764,20160728,53000.0
4765,M,36,4765,20180507,66000.0
4766,F,84,4766,20170702,88000.0
4768,M,50,4768,20171006,113000.0
4769,F,25,4769,20180113,34000.0
4770,F,77,4770,20170829,71000.0
4771,M,67,4771,20180411,41000.0
4773,M,44,4773,20170803,31000.0
4774,F,60,4774,20170926,69000.0
4776,M,81,4776,20180715,62000.0
4777,M,76,4777,20170921,40000.0
4778,M,87,4778,20130830,38000.0
4780,M,80,4780,20130815,55000.0
4782,F,28,4782,20160605,34000.0
4783,F,65,4783,20160615,75000.0
4784,M,33,4784,20171201,50000.0
4785,M,44,4785,20150614,55000.0
4786,F,67,4786,20151201,94000.0
4787,F,53,4787,20170423,84000.0
4789,F,83,4789,20180104,61000.0
4790,F,57,4790,20180531,61000.0
4791,M,87,4791,20180121,42000.0
4792,F,63,4792,20170609,76000.0
4793,M,57,4793,20180130,52000.0
4794,M,64,4794,20150829,95000.0
4795,M,53,4795,20180517,62000.0
4796,M,45,4796,20160625,58000.0
4799,M,41,4799,20151015,87000.0
4800,F,60,4800,20170218,118000.0
4801,O,56,4801,20170403,60000.0
4802,M,66,4802,20180128,79000.0
4803,F,42,4803,20180516,61000.0
4805,M,57,4805,20180404,65000.0
4806,M,50,4806,20170811,111000.0
4809,F,83,4809,20170115,64000.0
4810,F,64,4810,20180702,70000.0
4811,M,86,4811,20170822,62000.0
4812,F,43,4812,20180126,39000.0
4813,M,81,4813,20161223,85000.0
4814,M,52,4814,20180312,99000.0
4815,F,44,4815,20180312,76000.0
4816,F,30,4816,20180326,69000.0
4817,M,50,4817,20180626,56000.0
4818,F,55,4818,20160919,91000.0
4819,M,41,4819,20141116,55000.0
4820,F,34,4820,20171016,63000.0
4821,F,53,4821,20150417,90000.0
4823,F,65,4823,20180720,93000.0
4825,F,74,4825,20161111,91000.0
4826,M,66,4826,20170218,72000.0
4827,F,42,4827,20150730,71000.0
4828,F,88,4828,20170724,89000.0
4829,F,22,4829,20170830,57000.0
4830,M,63,4830,20170912,71000.0
4831,F,67,4831,20160529,82000.0
4832,F,56,4832,20171208,60000.0
4833,M,71,4833,20171010,62000.0
4834,M,76,4834,20140910,54000.0
4835,F,60,4835,20180511,91000.0
4836,F,52,4836,20151107,92000.0
4837,O,58,4837,20150311,78000.0
4838,F,43,4838,20170704,60000.0
4839,M,77,4839,20180302,79000.0
4840,M,65,4840,20180719,68000.0
4841,M,56,4841,20171211,68000.0
4842,M,69,4842,20150907,75000.0
4843,F,34,4843,20171205,62000.0
4844,M,27,4844,20180702,70000.0
4846,F,34,4846,20170309,52000.0
4847,F,80,4847,20170409,100000.0
4848,M,63,4848,20180521,74000.0
4849,F,42,4849,20170108,33000.0
4851,M,56,4851,20180512,54000.0
4852,M,62,4852,20180305,31000.0
4853,M,70,4853,20180505,36000.0
4854,M,58,4854,20151104,100000.0
4856,M,29,4856,20161014,53000.0
4857,F,88,4857,20160319,51000.0
4858,F,72,4858,20150830,104000.0
4859,M,54,4859,20170829,74000.0
4860,M,64,4860,20170105,74000.0
4861,M,84,4861,20151022,64000.0
4862,M,23,4862,20140226,71000.0
4863,M,63,4863,20171127,62000.0
4864,F,65,4864,20170816,52000.0
4865,M,37,4865,20171021,44000.0
4867,M,29,4867,20171105,40000.0
4868,M,77,4868,20130813,77000.0
4869,M,52,4869,20170311,81000.0
4870,M,65,4870,20171118,71000.0
4872,M,36,4872,20180204,38000.0
4873,M,44,4873,20170709,64000.0
4874,F,61,4874,20180315,113000.0
4875,O,70,4875,20170919,34000.0
4876,F,53,4876,20151121,41000.0
4877,M,49,4877,20170807,65000.0
4878,F,21,4878,20180506,36000.0
4879,F,63,4879,20160701,76000.0
4880,M,52,4880,20160607,100000.0
4881,F,51,4881,20170412,88000.0
4882,M,53,4882,20131212,53000.0
4883,M,40,4883,20170812,49000.0
4885,M,26,4885,20180218,65000.0
4886,M,67,4886,20161106,88000.0
4887,F,53,4887,20161122,53000.0
4888,M,30,4888,20170307,42000.0
4889,M,79,4889,20170730,78000.0
4890,M,44,4890,20180202,55000.0
4891,M,67,4891,20170914,72000.0
4892,M,42,4892,20171106,32000.0
4893,M,27,4893,20160322,40000.0
4894,M,83,4894,20180430,54000.0
4895,M,48,4895,20150905,98000.0
4896,F,52,4896,20171129,81000.0
4897,M,48,4897,20170531,69000.0
4898,M,37,4898,20170114,59000.0
4899,M,41,4899,20160124,50000.0
4900,M,36,4900,20171216,54000.0
4901,M,72,4901,20180227,65000.0
4902,F,66,4902,20160316,79000.0
4903,M,59,4903,20171128,74000.0
4904,M,54,4904,20160316,70000.0
4905,M,41,4905,20150903,34000.0
4906,F,83,4906,20151129,73000.0
4907,F,80,4907,20171123,58000.0
4908,M,72,4908,20160303,64000.0
4909,M,21,4909,20180502,35000.0
4910,F,52,4910,20170606,85000.0
4911,M,65,4911,20150107,87000.0
4912,M,60,4912,20161030,33000.0
4914,M,49,4914,20161109,53000.0
4915,F,51,4915,20160312,56000.0
4916,F,57,4916,20160924,110000.0
4917,F,65,4917,20160214,75000.0
4918,F,65,4918,20161126,65000.0
4919,F,49,4919,20180527,73000.0
4920,M,61,4920,20170927,41000.0
4921,M,51,4921,20131007,54000.0
4923,F,38,4923,20180319,48000.0
4924,M,75,4924,20180421,61000.0
4925,M,73,4925,20131114,45000.0
4926,M,55,4926,20180616,69000.0
4927,M,67,4927,20171226,91000.0
4928,F,57,4928,20171111,84000.0
4929,M,26,4929,20180510,69000.0
4930,M,61,4930,20160206,65000.0
4931,M,28,4931,20180116,48000.0
4932,F,50,4932,20170926,65000.0
4933,F,38,4933,20151021,38000.0
4934,M,24,4934,20170930,39000.0
4935,F,29,4935,20160619,33000.0
4936,F,90,4936,20151002,78000.0
4937,F,85,4937,20161207,88000.0
4938,F,43,4938,20171204,79000.0
4939,M,64,4939,20170110,88000.0
4941,M,38,4941,20170909,96000.0
4942,F,48,4942,20170618,45000.0
4943,O,57,4943,20170823,91000.0
4944,M,63,4944,20180517,60000.0
4945,F,63,4945,20150803,92000.0
4946,M,56,4946,20160810,63000.0
4947,M,70,4947,20170819,51000.0
4948,M,32,4948,20171023,40000.0
4949,M,80,4949,20180602,112000.0
4950,F,87,4950,20171106,83000.0
4951,M,55,4951,20150623,58000.0
4952,M,25,4952,20180529,73000.0
4954,M,62,4954,20180519,64000.0
4955,F,53,4955,20170801,46000.0
4957,M,19,4957,20170427,44000.0
4958,F,47,4958,20170519,42000.0
4959,M,58,4959,20180321,78000.0
4960,M,54,4960,20170827,45000.0
4961,M,60,4961,20160625,52000.0
4962,M,83,4962,20170312,60000.0
4963,F,82,4963,20170822,65000.0
4964,M,49,4964,20180125,41000.0
4965,M,49,4965,20180612,68000.0
4966,M,73,4966,20160807,57000.0
4968,F,50,4968,20180707,87000.0
4969,F,32,4969,20151208,48000.0
4970,F,52,4970,20160614,64000.0
4972,F,45,4972,20180222,42000.0
4973,F,85,4973,20171031,90000.0
4974,M,73,4974,20180515,38000.0
4975,F,20,4975,20160522,64000.0
4976,M,22,4976,20171017,53000.0
4977,F,43,4977,20160119,68000.0
4978,F,67,4978,20171019,56000.0
4979,F,70,4979,20160712,81000.0
4980,F,72,4980,20170606,74000.0
4981,F,44,4981,20160111,42000.0
4984,M,47,4984,20150223,70000.0
4985,F,75,4985,20171103,99000.0
4986,M,27,4986,20170825,55000.0
4987,F,66,4987,20160529,99000.0
4988,M,38,4988,20180312,35000.0
4989,M,89,4989,20160131,119000.0
4990,F,73,4990,20140922,56000.0
4991,F,22,4991,20180426,32000.0
4992,F,90,4992,20171029,66000.0
4993,M,29,4993,20151130,44000.0
4994,F,51,4994,20150829,92000.0
4997,M,76,4997,20171118,34000.0
4998,F,46,4998,20160713,70000.0
4999,F,53,4999,20180412,91000.0
5000,F,67,5000,20171224,85000.0
5001,F,53,5001,20171123,74000.0
5002,M,71,5002,20170824,73000.0
5003,M,35,5003,20180621,53000.0
5004,M,64,5004,20171017,63000.0
5005,F,95,5005,20180725,41000.0
5006,M,65,5006,20170914,57000.0
5007,M,78,5007,20140909,64000.0
5008,M,49,5008,20140919,33000.0
5009,M,54,5009,20170425,75000.0
5010,M,67,5010,20130805,97000.0
5011,F,62,5011,20170131,43000.0
5012,M,35,5012,20171026,61000.0
5013,F,73,5013,20151009,55000.0
5014,F,23,5014,20151122,31000.0
5015,M,88,5015,20170927,52000.0
5016,F,74,5016,20160327,92000.0
5017,M,57,5017,20140603,55000.0
5018,M,53,5018,20171006,80000.0
5019,M,50,5019,20180606,37000.0
5020,M,25,5020,20180721,45000.0
5021,F,60,5021,20171214,69000.0
5022,F,40,5022,20140524,33000.0
5023,M,63,5023,20140120,79000.0
5024,F,80,5024,20170622,79000.0
5025,O,69,5025,20180225,46000.0
5026,M,29,5026,20170817,50000.0
5027,F,51,5027,20171108,70000.0
5028,F,57,5028,20160326,74000.0
5029,F,50,5029,20160822,106000.0
5031,M,62,5031,20180625,46000.0
5032,M,20,5032,20170802,58000.0
5033,F,63,5033,20160213,34000.0
5034,M,30,5034,20160607,49000.0
5035,F,26,5035,20171023,48000.0
5036,F,62,5036,20170503,64000.0
5037,M,25,5037,20170423,32000.0
5039,F,28,5039,20171105,43000.0
5040,F,68,5040,20160316,89000.0
5042,M,75,5042,20140203,92000.0
5043,M,26,5043,20180707,70000.0
5044,F,52,5044,20151207,54000.0
5045,M,54,5045,20161020,113000.0
5046,M,79,5046,20161125,101000.0
5047,M,28,5047,20180702,47000.0
5048,M,55,5048,20151009,62000.0
5049,M,27,5049,20180112,59000.0
5050,F,21,5050,20150123,36000.0
5051,F,61,5051,20180318,64000.0
5052,M,40,5052,20160721,59000.0
5053,M,67,5053,20180119,36000.0
5054,F,66,5054,20171214,88000.0
5055,M,55,5055,20171116,31000.0
5056,M,70,5056,20151025,46000.0
5057,F,19,5057,20160730,62000.0
5058,F,55,5058,20160618,78000.0
5059,M,54,5059,20180112,63000.0
5060,M,67,5060,20170324,66000.0
5062,F,35,5062,20170208,41000.0
5063,O,57,5063,20171021,87000.0
5064,F,62,5064,20160205,99000.0
5065,M,32,5065,20170906,35000.0
5066,M,43,5066,20170812,68000.0
5067,M,19,5067,20180209,49000.0
5068,M,46,5068,20171119,51000.0
5069,M,70,5069,20180617,43000.0
5070,O,82,5070,20171211,46000.0
5071,M,67,5071,20170915,65000.0
5072,M,61,5072,20171018,37000.0
5073,M,52,5073,20150831,85000.0
5074,F,63,5074,20171029,79000.0
5075,F,90,5075,20160722,119000.0
5076,F,54,5076,20150829,75000.0
5077,M,71,5077,20170728,53000.0
5078,M,22,5078,20171220,53000.0
5079,M,24,5079,20180605,46000.0
5080,F,25,5080,20140316,68000.0
5081,F,43,5081,20170829,63000.0
5082,F,74,5082,20180108,53000.0
5083,F,53,5083,20160825,100000.0
5084,F,66,5084,20160710,51000.0
5085,F,74,5085,20160909,82000.0
5086,F,43,5086,20180722,60000.0
5089,M,55,5089,20171006,41000.0
5090,M,40,5090,20160630,69000.0
5091,F,64,5091,20180517,66000.0
5092,M,42,5092,20140902,32000.0
5093,F,65,5093,20171202,60000.0
5094,M,34,5094,20180415,41000.0
5095,M,27,5095,20170415,67000.0
5096,F,64,5096,20180613,51000.0
5097,F,33,5097,20161019,36000.0
5098,M,60,5098,20170912,68000.0
5099,M,64,5099,20180531,72000.0
5100,F,63,5100,20170810,77000.0
5101,F,53,5101,20160414,44000.0
5102,F,88,5102,20160102,116000.0
5103,F,89,5103,20160129,71000.0
5105,M,27,5105,20150830,73000.0
5106,F,59,5106,20171009,71000.0
5108,M,44,5108,20180101,46000.0
5109,M,36,5109,20161123,56000.0
5110,M,49,5110,20171229,55000.0
5111,F,35,5111,20160601,41000.0
5112,M,64,5112,20180127,57000.0
5113,M,50,5113,20140917,35000.0
5114,M,64,5114,20180310,65000.0
5115,F,47,5115,20160828,66000.0
5116,M,27,5116,20171215,69000.0
5117,F,43,5117,20170114,84000.0
5118,M,89,5118,20180308,88000.0
5119,F,48,5119,20130906,35000.0
5120,O,42,5120,20161027,58000.0
5121,F,65,5121,20171004,102000.0
5122,F,43,5122,20161113,67000.0
5123,F,51,5123,20161028,112000.0
5125,M,39,5125,20170605,42000.0
5126,M,48,5126,20180719,70000.0
5127,M,68,5127,20140330,69000.0
5128,M,59,5128,20170204,34000.0
5130,F,33,5130,20180628,35000.0
5131,M,25,5131,20160112,59000.0
5132,M,66,5132,20150508,55000.0
5134,F,80,5134,20141229,64000.0
5135,F,58,5135,20171125,73000.0
5136,F,52,5136,20170112,97000.0
5137,F,38,5137,20171219,84000.0
5138,M,22,5138,20171111,61000.0
5139,F,50,5139,20170311,82000.0
5140,M,59,5140,20180318,57000.0
5141,M,27,5141,20171201,55000.0
5142,F,58,5142,20161010,88000.0
5143,F,36,5143,20171009,39000.0
5144,F,61,5144,20160727,106000.0
5145,M,52,5145,20180423,64000.0
5146,M,46,5146,20160404,32000.0
5147,F,61,5147,20180412,111000.0
5148,F,36,5148,20180624,64000.0
5149,M,38,5149,20160223,64000.0
5150,M,27,5150,20180313,31000.0
5151,M,55,5151,20180425,85000.0
5153,M,70,5153,20170505,52000.0
5154,M,89,5154,20180719,74000.0
5155,M,55,5155,20180509,57000.0
5156,M,60,5156,20180616,63000.0
5157,M,76,5157,20160115,60000.0
5158,F,50,5158,20170124,82000.0
5159,F,77,5159,20170813,51000.0
5161,M,54,5161,20180129,55000.0
5162,F,49,5162,20161120,88000.0
5163,O,68,5163,20171018,57000.0
5164,F,25,5164,20160412,69000.0
5165,F,88,5165,20160729,80000.0
5166,M,26,5166,20180112,40000.0
5167,M,68,5167,20140630,38000.0
5168,M,40,5168,20161014,85000.0
5169,F,50,5169,20170806,65000.0
5171,M,56,5171,20170512,61000.0
5172,M,58,5172,20180224,62000.0
5173,F,79,5173,20180307,41000.0
5174,M,27,5174,20160222,69000.0
5175,F,48,5175,20171119,72000.0
5176,M,29,5176,20170502,38000.0
5177,F,84,5177,20170311,118000.0
5178,F,86,5178,20180605,68000.0
5179,F,37,5179,20180426,45000.0
5180,F,58,5180,20161225,70000.0
5182,F,53,5182,20180123,113000.0
5183,M,65,5183,20140111,48000.0
5184,F,55,5184,20180102,33000.0
5185,M,79,5185,20151115,102000.0
5186,M,76,5186,20170228,72000.0
5187,M,77,5187,20171016,50000.0
5188,M,52,5188,20151023,82000.0
5189,F,58,5189,20160724,82000.0
5190,M,70,5190,20180208,90000.0
5191,M,42,5191,20150530,73000.0
5192,M,50,5192,20170209,43000.0
5193,F,57,5193,20180605,90000.0
5194,F,42,5194,20170903,45000.0
5195,M,47,5195,20171024,31000.0
5197,F,68,5197,20160331,66000.0
5198,M,47,5198,20171104,68000.0
5199,M,63,5199,20160702,55000.0
5200,F,55,5200,20171202,39000.0
5201,F,23,5201,20160221,35000.0
5202,M,35,5202,20180106,55000.0
5203,F,45,5203,20171211,70000.0
5204,F,59,5204,20180402,55000.0
5205,M,80,5205,20180714,89000.0
5206,M,19,5206,20170831,49000.0
5207,F,74,5207,20151231,84000.0
5209,F,29,5209,20180218,38000.0
5210,M,20,5210,20180210,31000.0
5211,M,45,5211,20160821,63000.0
5212,F,92,5212,20170913,86000.0
5213,M,21,5213,20170921,46000.0
5214,M,53,5214,20171012,60000.0
5215,M,84,5215,20161208,95000.0
5216,M,21,5216,20180106,59000.0
5217,M,64,5217,20171020,51000.0
5218,M,76,5218,20150921,44000.0
5219,M,64,5219,20170129,75000.0
5220,F,59,5220,20171130,90000.0
5221,M,42,5221,20170914,61000.0
5222,M,57,5222,20150913,76000.0
5223,F,70,5223,20170119,36000.0
5225,M,49,5225,20140224,77000.0
5226,F,68,5226,20180621,73000.0
5227,F,47,5227,20161210,59000.0
5229,F,56,5229,20150223,54000.0
5230,M,20,5230,20131116,40000.0
5231,M,60,5231,20150916,71000.0
5232,F,64,5232,20170822,67000.0
5233,F,85,5233,20180507,89000.0
5234,M,67,5234,20160705,92000.0
5235,F,31,5235,20180519,46000.0
5236,F,47,5236,20171209,72000.0
5237,F,60,5237,20170803,58000.0
5238,M,26,5238,20180404,70000.0
5239,F,32,5239,20171030,34000.0
5240,M,35,5240,20180401,69000.0
5241,M,55,5241,20150323,34000.0
5242,M,41,5242,20170327,64000.0
5243,F,69,5243,20150920,83000.0
5244,M,56,5244,20170628,79000.0
5245,M,23,5245,20140221,32000.0
5246,F,45,5246,20180518,36000.0
5247,F,65,5247,20160318,83000.0
5248,M,59,5248,20170913,73000.0
5249,F,65,5249,20160705,72000.0
5250,M,34,5250,20141009,61000.0
5251,F,52,5251,20160429,68000.0
5252,M,53,5252,20180608,81000.0
5253,M,58,5253,20150915,75000.0
5254,F,58,5254,20160808,85000.0
5255,M,66,5255,20180722,60000.0
5256,M,51,5256,20160808,63000.0
5257,M,56,5257,20180711,66000.0
5258,F,58,5258,20160617,109000.0
5260,M,21,5260,20171210,72000.0
5261,M,48,5261,20161220,83000.0
5262,M,73,5262,20161027,97000.0
5263,F,61,5263,20170817,33000.0
5264,F,24,5264,20171028,73000.0
5265,F,53,5265,20170922,43000.0
5266,M,68,5266,20131210,87000.0
5267,M,76,5267,20170911,39000.0
5268,M,58,5268,20161114,86000.0
5269,F,51,5269,20180212,116000.0
5270,M,60,5270,20161218,45000.0
5271,M,80,5271,20140330,51000.0
5272,M,54,5272,20170602,57000.0
5274,F,70,5274,20171017,57000.0
5275,F,65,5275,20171205,87000.0
5276,M,56,5276,20180507,88000.0
5278,M,47,5278,20180507,90000.0
5280,F,60,5280,20180504,78000.0
5281,M,57,5281,20170626,61000.0
5282,F,30,5282,20170728,65000.0
5283,M,69,5283,20180122,80000.0
5284,F,50,5284,20170912,107000.0
5285,F,59,5285,20170916,96000.0
5286,M,37,5286,20171125,49000.0
5288,F,67,5288,20180429,62000.0
5289,F,54,5289,20180501,81000.0
5290,M,26,5290,20171111,74000.0
5291,M,29,5291,20180510,67000.0
5292,O,79,5292,20151021,57000.0
5293,F,55,5293,20160419,78000.0
5294,M,67,5294,20171002,44000.0
5295,M,44,5295,20180504,38000.0
5296,M,37,5296,20180501,39000.0
5298,F,69,5298,20160101,73000.0
5299,F,40,5299,20160501,61000.0
5300,F,41,5300,20160211,54000.0
5301,M,37,5301,20180529,71000.0
5304,M,19,5304,20180107,65000.0
5305,F,33,5305,20170325,51000.0
5307,M,56,5307,20160123,49000.0
5309,M,82,5309,20171116,40000.0
5311,F,69,5311,20180614,80000.0
5313,M,53,5313,20180220,57000.0
5314,F,29,5314,20180127,43000.0
5315,M,63,5315,20180110,31000.0
5316,F,48,5316,20171008,56000.0
5317,F,48,5317,20180605,58000.0
5318,M,58,5318,20160110,71000.0
5319,F,72,5319,20170920,87000.0
5320,M,60,5320,20180708,60000.0
5321,M,28,5321,20131008,40000.0
5323,M,53,5323,20180301,32000.0
5324,F,68,5324,20150906,105000.0
5325,F,69,5325,20161003,73000.0
5328,M,77,5328,20140720,44000.0
5329,M,27,5329,20171129,45000.0
5330,M,57,5330,20170923,104000.0
5331,F,76,5331,20171210,65000.0
5332,F,29,5332,20160226,56000.0
5333,F,54,5333,20170829,87000.0
5334,F,58,5334,20170204,86000.0
5335,F,89,5335,20180507,100000.0
5336,M,65,5336,20180422,52000.0
5337,M,45,5337,20140630,54000.0
5338,O,55,5338,20151013,63000.0
5339,M,20,5339,20180526,41000.0
5340,M,52,5340,20171118,56000.0
5341,F,62,5341,20170130,120000.0
5342,F,77,5342,20160525,109000.0
5343,F,60,5343,20170614,85000.0
5344,M,48,5344,20170428,53000.0
5345,M,61,5345,20160923,55000.0
5346,M,29,5346,20180510,53000.0
5347,M,71,5347,20150520,38000.0
5348,M,53,5348,20180506,49000.0
5349,M,83,5349,20160804,90000.0
5350,F,53,5350,20170726,87000.0
5351,F,67,5351,20151028,109000.0
5352,M,53,5352,20150725,86000.0
5353,M,39,5353,20171019,58000.0
5354,M,66,5354,20160810,90000.0
5355,M,72,5355,20171005,36000.0
5356,F,59,5356,20161230,89000.0
5358,F,75,5358,20170403,71000.0
5359,M,77,5359,20180608,87000.0
5362,F,74,5362,20170830,31000.0
5363,F,68,5363,20171015,84000.0
5364,M,70,5364,20180614,48000.0
5365,M,34,5365,20171214,68000.0
5366,M,59,5366,20160510,64000.0
5367,M,58,5367,20151217,57000.0
5369,F,53,5369,20180308,73000.0
5370,F,36,5370,20140404,31000.0
5371,M,48,5371,20160208,60000.0
5372,M,71,5372,20180530,119000.0
5374,M,73,5374,20140218,93000.0
5375,M,45,5375,20170917,35000.0
5376,F,61,5376,20160718,58000.0
5377,F,84,5377,20161017,64000.0
5380,M,48,5380,20171226,40000.0
5381,M,62,5381,20150930,65000.0
5382,F,54,5382,20180118,85000.0
5383,M,34,5383,20160807,55000.0
5384,M,41,5384,20170914,36000.0
5385,F,64,5385,20180320,108000.0
5386,F,62,5386,20171009,59000.0
5387,M,87,5387,20180128,33000.0
5388,F,35,5388,20170720,33000.0
5389,F,66,5389,20180423,59000.0
5390,F,34,5390,20160712,54000.0
5391,F,32,5391,20180422,70000.0
5392,M,55,5392,20151022,70000.0
5393,F,70,5393,20140130,31000.0
5394,M,58,5394,20160316,60000.0
5395,F,43,5395,20171113,70000.0
5396,M,41,5396,20170906,35000.0
5397,M,73,5397,20171228,71000.0
5398,O,61,5398,20161102,98000.0
5399,F,74,5399,20160103,39000.0
5400,F,58,5400,20170413,68000.0
5401,F,80,5401,20150823,38000.0
5402,M,47,5402,20180222,74000.0
5403,F,60,5403,20171220,92000.0
5404,F,33,5404,20170421,51000.0
5405,F,52,5405,20180630,41000.0
5407,M,54,5407,20170808,119000.0
5408,M,44,5408,20171121,73000.0
5409,M,39,5409,20171018,39000.0
5410,F,27,5410,20171205,33000.0
5411,F,75,5411,20150807,86000.0
5412,F,77,5412,20170819,105000.0
5413,F,33,5413,20180613,46000.0
5414,F,69,5414,20151225,112000.0
5415,F,34,5415,20171102,58000.0
5416,F,51,5416,20160413,72000.0
5418,M,63,5418,20140812,46000.0
5419,M,47,5419,20171029,50000.0
5420,M,34,5420,20171106,44000.0
5421,M,33,5421,20171027,46000.0
5422,M,47,5422,20170921,54000.0
5424,F,77,5424,20180718,74000.0
5427,M,62,5427,20180710,41000.0
5428,M,51,5428,20151218,114000.0
5430,F,25,5430,20151121,48000.0
5431,M,65,5431,20171021,36000.0
5432,M,49,5432,20140312,68000.0
5433,F,80,5433,20171204,52000.0
5434,M,76,5434,20160501,111000.0
5435,M,56,5435,20180318,58000.0
5436,M,36,5436,20160424,30000.0
5437,O,26,5437,20180117,36000.0
5438,F,56,5438,20170614,69000.0
5439,M,66,5439,20170903,48000.0
5441,F,82,5441,20171212,101000.0
5442,F,57,5442,20180325,98000.0
5443,M,69,5443,20180402,48000.0
5444,M,20,5444,20180311,33000.0
5445,F,48,5445,20180123,90000.0
5446,M,60,5446,20161118,85000.0
5447,M,39,5447,20151113,60000.0
5448,M,31,5448,20180511,70000.0
5449,M,46,5449,20160409,31000.0
5450,F,76,5450,20160106,82000.0
5451,F,62,5451,20171025,88000.0
5452,F,55,5452,20170625,71000.0
5453,F,39,5453,20160115,50000.0
5454,F,49,5454,20180327,43000.0
5455,M,57,5455,20171003,60000.0
5456,M,18,5456,20161229,47000.0
5457,F,21,5457,20160325,70000.0
5458,M,37,5458,20180113,42000.0
5459,F,64,5459,20160328,87000.0
5460,F,60,5460,20170906,93000.0
5461,F,83,5461,20180420,89000.0
5463,F,62,5463,20171010,104000.0
5464,M,22,5464,20171017,43000.0
5465,M,46,5465,20160426,56000.0
5466,M,58,5466,20170528,38000.0
5467,M,40,5467,20171005,70000.0
5468,M,49,5468,20160818,54000.0
5469,M,78,5469,20171008,74000.0
5471,M,35,5471,20171217,48000.0
5472,M,69,5472,20141126,92000.0
5473,M,23,5473,20171124,74000.0
5475,F,18,5475,20131007,53000.0
5476,M,44,5476,20170624,47000.0
5477,M,54,5477,20140204,57000.0
5478,M,62,5478,20150108,55000.0
5479,F,42,5479,20150916,53000.0
5480,F,97,5480,20170929,52000.0
5481,M,63,5481,20180120,33000.0
5482,M,32,5482,20160604,53000.0
5483,M,71,5483,20140724,47000.0
5484,F,30,5484,20180108,66000.0
5485,M,39,5485,20170604,71000.0
5486,F,65,5486,20160517,66000.0
5487,M,75,5487,20140624,86000.0
5488,F,44,5488,20160310,100000.0
5489,M,50,5489,20180707,51000.0
5490,M,21,5490,20180703,43000.0
5491,M,72,5491,20160609,56000.0
5492,F,64,5492,20170126,36000.0
5493,F,47,5493,20161218,55000.0
5494,F,71,5494,20180114,85000.0
5495,F,26,5495,20160517,41000.0
5496,F,36,5496,20180424,35000.0
5497,F,60,5497,20160913,118000.0
5498,F,49,5498,20160804,53000.0
5499,M,38,5499,20180722,50000.0
5500,M,45,5500,20180422,43000.0
5501,M,47,5501,20170329,70000.0
5502,M,45,5502,20160422,68000.0
5503,M,55,5503,20141111,91000.0
5504,F,50,5504,20170515,66000.0
5506,M,24,5506,20180509,70000.0
5510,F,51,5510,20150802,119000.0
5511,F,49,5511,20180126,58000.0
5512,F,60,5512,20180105,78000.0
5513,F,53,5513,20160521,87000.0
